country,year,international_equity_real,international_equity_real_constant_real_fx,world_equity_real_resident,resident_xrusd,markets,world_markets,weight_source
Australia,1872,0.14829934414698287,0.06093411149437901,0.14829934414698287,0.36923880927016545,6,6,capitalisation
Australia,1873,0.04330724478805292,0.013918244918281388,0.04330724478805292,0.3624047757834013,6,6,capitalisation
Australia,1874,-0.003785560432000623,0.06133594989403957,-0.003785560432000623,0.37222345512135085,7,7,capitalisation
Australia,1875,0.041012584769727134,0.1013289526143299,0.041012584769727134,0.3609256158331147,7,7,capitalisation
Australia,1876,0.047181185428068595,0.05187265723746609,0.047181185428068595,0.3720217079912038,7,7,capitalisation
Australia,1877,0.04160404249758565,0.07140058464259483,0.042239686913819297,0.39991067984815576,7,8,capitalisation
Australia,1878,0.053932615912755555,0.07075906975346352,0.053932615912755555,0.41257288115076557,7,7,capitalisation
Australia,1879,0.2013862143733156,0.200970141714596,0.2013862143733156,0.4150882566293221,7,7,capitalisation
Australia,1880,0.2126624559676411,0.1581354082842839,0.2126624559676411,0.41252253898543567,8,8,capitalisation
Australia,1881,0.2244873352786294,0.21197485682971456,0.2244873352786294,0.415874878239073,7,7,capitalisation
Australia,1882,-0.06682177459400962,-0.057762296925102055,-0.06682177459400962,0.4124365263221646,8,8,capitalisation
Australia,1883,-0.10336622819874042,-0.0037160951173439236,-0.10336622819874042,0.4131763213548113,8,8,capitalisation
Australia,1884,0.029826352190812866,0.059204284734873575,0.0298236543390602,0.4137967507243865,8,9,capitalisation
Australia,1885,0.020739834534837964,0.05086268050868974,0.020739834534837964,0.41309466050859567,8,8,capitalisation
Australia,1886,0.03785275716595993,0.05129740536983431,0.03785275716595993,0.4121250083411612,8,8,capitalisation
Australia,1887,0.03818708074146859,0.0007580115100804547,0.043709786430614184,0.41447168205588253,10,11,PIB proxy
Australia,1888,0.13150857003340266,0.08161873795813702,0.13543917672959727,0.4129029645341571,10,11,PIB proxy
Australia,1889,0.09722342085190916,0.08794491617413339,0.09546778867717509,0.4117739386444417,8,9,capitalisation
Australia,1890,-0.022243780336855368,-0.0292145676959325,-0.02145986019844781,0.4127704266670076,10,11,PIB proxy
