country,year,domestic_equity_real,international_equity_real,international_equity_real_constant_real_fx,world_equity_real_resident_reconstructed,xrusd,bond_real,bill_real,inflation
Australia,1900,0.10265502167071583,0.07496100920256565,0.06332554800693524,0.07516653991223299,0.4155043641520236,0.0023820814131194634,0.0132239976780959,0.017544000000000004
Australia,1901,-0.0484065208713127,0.051568259276441264,0.06554675115905427,0.050121803543036414,0.4150841148947982,-0.015044884309933115,0.011362988010342745,0.017241101070192943
Australia,1902,0.08260303082381548,-0.012079303416854481,0.04839538777688622,-0.011529659255334779,0.4152713811266021,-0.058843707533817624,-0.03652076602521248,0.06779675495549209
Australia,1903,0.19995297183751926,-0.05329439946958836,-0.050391264437394015,-0.051979924341791994,0.4155164907043526,-0.03025054506847502,0.015185811434934804,0.015873142857142808
Australia,1904,0.12786884865219816,0.23868740453582804,0.1809943680017696,0.237968356165134,0.4146392388698032,0.06370444699169275,0.08327868061437038,-0.04687499414062568
Australia,1905,0.1459999978542328,0.14168168866766573,0.13952713503901715,0.14170680608774644,0.41488145716796226,0.08857621252536774,0.032499998807907104,0.0
Australia,1906,0.08422608666871634,0.09379625675483161,0.08556512198474776,0.09365607515623875,0.4149464723511342,0.062132467258337654,0.015847037323526214,0.016393178177943835
Australia,1907,0.08799999952316284,-0.1309613074875594,-0.14672667602440503,-0.12935237170685998,0.41196953439646916,-0.03257241100072861,0.03189999982714653,0.0
Australia,1908,0.13634345451851315,0.1510536362079773,0.18501898679353504,0.15095021823562593,0.41480299208149884,0.0188406263206522,-0.0003471291115606512,0.03225832674300988
Australia,1909,0.11753874405588838,0.13059760629205086,0.15693392553565094,0.13051034745760393,0.41355515351010147,0.009632251022789973,0.015434098892946224,0.0156247480469065
Australia,1910,0.05083320564364313,-0.02442450828052034,-0.03744442180162651,-0.02390467771029603,0.41395996734233387,0.0183307076667385,0.015674118251743696,0.01538474035504489
Australia,1911,0.02904237018985545,-0.02209867919462416,0.04050982377695184,-0.02172300175715125,0.4146558862439013,-0.04604512733249977,-0.040211160568555226,0.07575745454545468
Australia,1912,0.0013766172776294994,-0.01857121440995879,0.039777200801066094,-0.01843633821197188,0.41416473580788926,-0.07350854225540726,-0.046755853943254655,0.08450705177544249
Australia,1913,0.10332871061847593,-0.028278809296005458,-0.04552731619677242,-0.02734457674529589,0.41384943971647487,0.060484583726309715,0.046591886177582253,-0.012986806544083906
Australia,1914,0.058300210208592995,-0.09910725357096373,-0.052577480828252504,-0.0979798182981686,0.40966984169970594,-0.01705891076490562,-0.018649798734853174,0.052631362880909194
Australia,1915,-0.13258427856848498,0.05648664948028115,0.07507713407291913,0.05506516604796641,0.4272693557290839,-0.0873712661428625,-0.06990555500981332,0.1125000112500012
Australia,1916,-0.05523093901760101,0.07102419698819662,-0.019404591735506252,0.070027875032461,0.42591712884425026,0.01585670290023633,0.012495546775830091,0.022472091907603797
Australia,1917,0.08355670804151316,-0.13571759523901417,-0.25090610482085096,-0.1341682444029444,0.42450906625965557,-0.013065133906578708,-0.027328650064889937,0.06593406013766523
Australia,1918,0.0026443933676703058,0.07772556244179607,-0.058250072074915,0.07694763708880914,0.424438120878588,-0.055340481476852554,-0.0324977072769943,0.07216477755342021
Australia,1919,0.05511103567076314,0.00892243437891116,0.05211074406821421,0.0094625244002986,0.4573750556384178,-0.07526487602654652,-0.07793617718596046,0.1250000865384684
Australia,1920,0.06283200445841186,-0.11594872259720479,-0.2795240444506635,-0.11389732762319449,0.5594117322889597,0.0053842415374560915,0.021926549946390095,0.01709394871794867
Australia,1921,0.32112028260636327,0.14362035688014418,0.22436380407494214,0.14565200050000726,0.5297549951485833,0.2067529704720592,0.14685880919844907,-0.09243691377727148
Australia,1922,0.23588669869252832,0.11282809298310759,0.4138472053787532,0.11393544864324956,0.45266236183674174,0.08482792714680154,0.060485257666109904,-0.018518444444444393
Australia,1923,0.16200000047683716,0.9949208727703018,0.2383793110724472,0.9880925545963857,0.435687530180402,0.04092918708920479,0.041468750685453415,0.0
Australia,1924,0.12637399556754625,0.16128788095712965,0.17016009164297102,0.1609603362113059,0.44232046227806776,0.026438101057716823,0.031735552881238416,0.0094338106087688
Australia,1925,0.166101765729616,0.12482751497358668,0.16240658695973398,0.12519451447168928,0.41447141948415456,0.07983031066651147,0.03244171512786043,0.009345869857635192
Australia,1926,0.14100000262260437,0.1487229339594125,0.16174674669798766,0.1486521849180995,0.41257451845657517,0.041868820786476135,0.04209078103303909,0.0
Australia,1927,0.10356371463310432,0.2516027497706401,0.2609486996651907,0.2501866375030293,0.41433834413409815,0.03887701410364697,0.023143750333802116,0.018518444444444393
Australia,1928,0.16639631263078547,0.30359420921581504,0.325347637846073,0.30268279043378543,0.4151414263418,0.03544721987935029,0.0327025006928654,0.009090982479344145
Australia,1929,-0.05300000309944153,-0.02182840990205237,-0.07371077871922466,-0.02202697086383143,0.4365832221661474,-0.01681390590965748,0.04343852028250694,0.0
Australia,1930,-0.23388235709246474,0.054144654174456575,-0.18383850441346408,0.05255615086701049,0.5307128194828947,0.0399930928559864,0.13550662501331634,-0.08108108108108103
Australia,1931,0.22504091744654553,-0.3067208356522195,-0.2937342094178655,-0.3040696357558288,0.5523449889357013,0.08032224730167936,0.08538051690210313,-0.039215764705882394
Australia,1932,0.3011061618079296,0.267599804619701,0.09757981952382255,0.26789639503645657,0.7169864074720653,0.39123363835069336,0.07681546905168579,-0.04081616659723808
Australia,1933,0.25600001215934753,0.2377622231906824,0.38975151143872133,0.23794506138121996,0.5933163830278935,0.05805879086256027,0.02768038958311081,0.0
Australia,1934,0.23200000822544098,-0.04429629054350359,0.015597155403761425,-0.041376028454539804,0.5002905825283235,0.0723716989159584,0.02591796964406967,0.0
Australia,1935,0.08941071425108538,0.28018804467606984,0.27052804850833184,0.2778769356037407,0.5122578566716348,0.011203915358723116,0.012554486724123404,0.010638126754201949
Australia,1936,0.16132652657845203,0.21962237906294813,0.26259059602674023,0.21904125751198822,0.504946822636257,0.005207929753814344,-0.008000144175148938,0.031578950027700836
Australia,1937,0.0035198380028567122,-0.23938889697822796,-0.23583469361580695,-0.23705867283530846,0.5077324401141773,-0.03195155077288514,0.002859484210589347,0.020408328196598324
Australia,1938,-0.02450972577278543,0.028692397906343148,0.053170731376313674,0.028006882624643348,0.5134151834605164,-0.03615399898412497,0.003261030946592358,0.019999918400006367
Australia,1939,0.022914288725171872,0.07243786433884947,0.019125223544682424,0.07181948185059661,0.5659629860207143,-0.00900853840368121,-0.005106037429400745,0.02941176470588225
Australia,1940,-0.020945945804988986,0.0005592385534127775,-0.10127035018737886,0.0002522063983843026,0.655393891728929,0.05893596402696666,-0.03198875839243065,0.05714285714285716
Australia,1941,-0.10346153817879844,-0.06377389379088527,-0.04976327549404907,-0.06433310965366446,0.6225099601593626,-0.054445787315041905,-0.0299389325082301,0.054054054054053946
Australia,1942,0.11716121858510253,0.09948370426868536,0.07057642689978248,0.09971979040766321,0.6220839813374806,0.004607249310371042,-0.03610523378381114,0.0598291282051282
Australia,1943,0.08028813298078719,0.1591470832365447,0.10938073440520303,0.15821758371686023,0.6198090987975704,0.0458638672251559,0.01339136999943391,0.008064386576491112
